"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"CJG","Boulenger 1899","CITHARINIDAE","11449","13","","","","","","","CHARACIFORMES","Citharinus gibbosus","13140301101802000","140301101802","t"
"THU","Müller & Troschel 1845","CITHARINIDAE","11450","13","","","","","","","CHARACIFORMES","Citharinus latus","13140301101803000","140301101803","t"
"ITR","Hubbs 1915","CITHARIDAE","11452","31","","","Branched ray flounder","","","","CARANGIFORMES (PLEURONECTOIDEI)","Citharoides macrolepidotus","31155207101401000","155207101401","t"
"ITO","(Gilchrist 1904)","CITHARIDAE","11453","31","","","Twospot largescale flounder","","","","CARANGIFORMES (PLEURONECTOIDEI)","Paracitharus macrolepis","31155207103001000","155207103001","t"
"LLM","(Holly 1927)","CLARIIDAE","11454","13","","","","","","","SILURIFORMES","Clariallabes attemsi","13141027101801000","141027101801","t"
"LRA","Boulenger 1906","CLARIIDAE","11455","13","","","","","","","SILURIFORMES","Clarias alluaudi","13141027102201000","141027102201","t"
"LRN","Castelnau 1861","CLARIIDAE","11456","13","","钝齿胡鲶","Blunt-toothed African catfish","","","","SILURIFORMES","Clarias ngamensis","13141027102208000","141027102208","t"
"LRT","Weber 1897","CLARIIDAE","11457","13","","","Snake catfish","","","","SILURIFORMES","Clarias theodorae","13141027102212000","141027102212","t"
"LRW","Boulenger 1906","CLARIIDAE","11458","13","","","","","","","SILURIFORMES","Clarias werneri","13141027102213000","141027102213","t"
"LGC","Jordan & Snyder 1901","GOBIIDAE","11459","33","","","","","","","GOBIIFORMES","Clariger cosmurus","33150109115801000","150109115801","t"
"CLW","Pellegrin 1938","CLAROTEIDAE","11460","13","","","","","","","SILURIFORMES","Clarotes bidorsalis","13141039102201000","141039102201","t"
"MCJ","De Vis 1882","MONOCENTRIDAE","11461","34","","","Pineapplefish","","","","TRACHICHTHYIFORMES","Cleidopus gloriamaris","34149102101001000","149102101001","t"
"CJJ","Schmidt 1904","PLEURONECTIDAE","11462","31","","","Sôhachi","","","","CARANGIFORMES (PLEURONECTOIDEI)","Cleisthenes pinetorum","31155212101802000","155212101802","t"
"LRM","(Steindachner 1881)","CICHLIDAE","11463","12","","","Keyhole cichlid","","Acara maroni","","CICHLIFORMES","Cleithracara maronii","12160102119001000","160102119001","t"
"USP","(Bloch & Schneider 1801)","LABRIDAE","11464","33","","","Creole wrasse","Doncella mulata","Donzelle créole","","LABRIFORMES (LABROIDEI)","Bodianus parrae","33179702103006000","179702103006","t"
"CVO","(Jordan & Gilbert 1882)","GOBIIDAE","11465","33","","","Arrow goby","","","","GOBIIFORMES","Clevelandia ios","33150109116201000","150109116201","t"
"CDJ","(Temminck & Schlegel 1846)","PLEURONECTIDAE","11466","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Clidoderma asperrimum","31155212102201000","155212102201","t"
"LNS","(Risso 1810)","CLINIDAE","11467","33","","","Cline","","Bevecca","","BLENNIIFORMES","Clinitrachus argentatus","33167010102601000","167010102601","t"
"CAZ","(Gilbert 1896)","PSYCHROLUTIDAE","11468","33","","","Sharpnose sculpin","","","","PERCIFORMES (COTTOIDEI)","Clinocottus acuticeps","33173535106201000","173535106201","t"
"NOJ","(Gilchrist & Thompson 1908)","CLINIDAE","11469","33","","","Ladder klipfish","","","","BLENNIIFORMES","Clinoporus biporosus","33167010103001000","167010103001","t"
"NOU","(Kirtland 1840)","LEUCISCIDAE","11470","11","","","Redside dace","","","","CYPRINIFORMES","Clinostomus elongatus","11140023106601000","140023106601","t"
"NUA","(Bloch & Schneider 1801)","CLINIDAE","11471","33","","","Sad klipfish","","","","BLENNIIFORMES","Clinus acuminatus","33167010103401000","167010103401","t"
"CUR","Wongratana 1983","EHIRAVIDAE","11472","13","","","Thai river sprat","","","","CLUPEIFORMES","Clupeichthys aesarnensis","13121008101001000","121008101001","t"
"CXO","Pellegrin 1926","ALESTIDAE","11473","13","","","","","","","CHARACIFORMES","Clupeocharax schoutedeni","13140304104601000","140304104601","t"
"CUO","Bleeker 1851","EHIRAVIDAE","11474","13","","","Borneo River sprat","","","","CLUPEIFORMES","Clupeoides borneensis","13121008101401000","121008101401","t"
"CLE","(Borodin 1904)","EHIRAVIDAE","11475","24","","","Anchovy sprat","","","","CLUPEIFORMES","Clupeonella engrauliformis","24121008101802000","121008101802","t"
"CLG","Kessler 1877","EHIRAVIDAE","11476","24","","","Southern Caspian sprat","","","","CLUPEIFORMES","Clupeonella grimmi","24121008101803000","121008101803","t"
"LUG","(Hamilton 1822)","AILIIDAE","11477","13","","","","","","","SILURIFORMES","Clupisoma garua","13141011101801000","141011101801","t"
"CNQ","Haseman 1911","POECILIIDAE","11478","13","","","","","","","CYPRINODONTIFORMES","Cnesterodon carnegiei","13157010102201000","157010102201","t"
"CNM","(Valenciennes 1840)","PLOTOSIDAE","11479","33","","","Cobbler","","","","SILURIFORMES","Cnidoglanis macrocephalus","33141010101401000","141010101401","t"
"BIA","(De Filippi 1863)","COBITIDAE","11480","11","","","Golden spined loach","","","","CYPRINIFORMES","Sabanejewia aurata","11140005104201000","140005104201","t"
"BIW","Jordan & Snyder 1901","COBITIDAE","11481","11","","","","","","","CYPRINIFORMES","Cobitis biwae","11140005102201000","140005102201","t"
"BIO","Nichols 1925","COBITIDAE","11482","11","","","","","","","CYPRINIFORMES","Cobitis melanoleuca","11140005102205000","140005102205","t"
"BIM","Pellegrin 1929","COBITIDAE","11483","11","","","","","","","CYPRINIFORMES","Cobitis maroccana","11140005102204000","140005102204","t"
"BIT","Ikeda 1936","COBITIDAE","11484","11","","","Spined loach","","Loche de rivière","","CYPRINIFORMES","Cobitis taenia","11140005102207000","140005102207","t"
"REI","(Parr 1928)","EVERMANNELLIDAE","11485","34","","","","","","","AULOPIFORMES","Coccorella atlantica","34145513101001000","145513101001","t"
"TCG","(Gilchrist 1906)","SYNANCEIIDAE","11486","33","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Coccotropsis gymnoderma","33172522105401000","172522105401","t"
"CFD","(Regan 1908)","ARIIDAE","11487","33","","","Daniel's catfish","","","","SILURIFORMES","Cochlefelis danielsi","33141029105401000","141029105401","t"
"CEJ","(Cuvier 1829)","PLATYCEPHALIDAE","11489","33","","","Crocodile flathead","","Platycéphale crocodile","","PERCIFORMES (SCORPAENOIDEI)","Cociella crocodilus","33172518101001000","172518101001","t"
"CVM","Matsubara 1943","SYNANCEIIDAE","11490","33","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Cocotropus masudai","33172522105801000","172522105801","t"
"ECB","Kreyenberg & Pappenheim 1908","ENGRAULIDAE","11491","13","","","Yangtse grenadier anchovy","","","","CLUPEIFORMES","Coilia brachygnathus","13121003103001000","121003103001","t"
"ECD","Valenciennes 1848","ENGRAULIDAE","11492","35","أنشوفة بُقَع ذهب","杜氏鲚","Goldspotted grenadier anchovy","Anchoa granadera dorada","Alice taches d'or","","CLUPEIFORMES","Coilia dussumieri","35121003103002000","121003103002","t"
"ECM","Bleeker 1852","ENGRAULIDAE","11493","35","","","Longjaw grenadier anchovy","","","","CLUPEIFORMES","Coilia macrognathos","35121003103003000","121003103003","t"
"ECA","Schlegel 1846","ENGRAULIDAE","11494","24","","刀鲚(刀鱼)","Japanese grenadier anchovy","","","","CLUPEIFORMES","Coilia nasus","24121003103005000","121003103005","t"
"IUA","Whitley 1939","LOBOTIDAE","11495","13","","","","","","","ACANTHURIFORMES","Datnioides campbelli","13182009101001000","182009101001","t"
"CBB","(Schultz 1949)","ATHERINOPSIDAE","11496","37","","","Beach silverside","","","","ATHERINIFORMES","Atherinella blackburni","37156511101002000","156511101002","t"
"OAF","Bloch & Schneider 1801","OSPHRONEMIDAE","11497","13","","","Banded gourami","","","","ANABANTIFORMES","Trichogaster fasciata","13154103105401000","154103105401","t"
"OIG","(Hutton 1873)","RHOMBOSOLEIDAE","11498","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Colistium guentheri","31155215101801000","155215101801","t"
"OIN","(Waite 1911)","RHOMBOSOLEIDAE","11499","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Colistium nudipinnis","31155215101802000","155215101802","t"
"OLD","(Richardson 1844)","SCIAENIDAE","11500","33","","","","","","","ACANTHURIFORMES","Collichthys lucidus","33182006106201000","182006106201","t"
"OLN","Jordan & Starks 1906","SCIAENIDAE","11501","33","","","","","","","ACANTHURIFORMES","Collichthys niveatus","33182006106202000","182006106202","t"
"ACO","Alcock 1889","COLOCONGRIDAE","11503","34","","","","","","","ANGUILLIFORMES","Coloconger raniceps","34120016101002000","120016101002","t"
"GFE","(Hutton 1872)","CLINIDAE","11504","33","","","","","","","BLENNIIFORMES","Cologrammus flavescens","33167010103801000","167010103801","t"
"KOP","(Bloch & Schneider 1801)","TETRAODONTIDAE","11505","33","","","Banded puffer","","Compère à bandes","","TETRAODONTIFORMES","Colomesus psittacus","33190006103801000","190006103801","t"
"CPK","Crabtree 1989","ATHERINOPSIDAE","11506","37","","","Delta silverside","","","","ATHERINIFORMES","Colpichthys hubbsi","37156511103001000","156511103001","t"
"CFK","(Pallas 1776)","COTTIDAE","11507","13","","","Big Baikal oilfish","","","","PERCIFORMES (COTTOIDEI)","Comephorus baikalensis","13173534102201000","173534102201","t"
"COI","Rüppell 1830","CONGRIDAE","11508","34","","","Longfin African conger","","Congre oiro","","ANGUILLIFORMES","Conger cinereus","34120021103801000","120021103801","t"
"COQ","Kanazawa 1958","CONGRIDAE","11510","34","","","Manytooth conger","","Congre dentu","","ANGUILLIFORMES","Conger triporiceps","34120021103807000","120021103807","t"
"CGP","(Cuvier 1829)","CONGIOPODIDAE","11511","34","","","","","","","PERCIFORMES (SCORPAENOIDEI)","Congiopodus peruvianus","34172526101001000","172526101001","t"
"CXG","(Poll & Lambert 1964)","DISTICHODONTIDAE","11512","13","","","","","","","CHARACIFORMES","Neolebias gossei","13140302105002000","140302105002","t"
"CXH","Poll 1971","PROCATOPODIDAE","11513","13","","","","","","","CYPRINODONTIFORMES","Congopanchax brichardi","13157014101001000","157014101001","t"
"CGS","Poll 1964","DOROSOMATIDAE","11514","13","","","Smoothbelly pellonuline","","","","CLUPEIFORMES","Congothrissa gossei","13121010102201000","121010102201","t"
"MCB","(Cuvier 1829)","MURAENESOCIDAE","11515","34","","","Yellow pike conger","","","","ANGUILLIFORMES","Congresox talabon","34120019101001000","120019101001","t"
"MCG","(Bleeker 1853)","MURAENESOCIDAE","11516","34","","","Indian pike conger","","","","ANGUILLIFORMES","Congresox talabonoides","34120019101002000","120019101002","t"
"COY","(Günther 1877)","CONGRIDAE","11517","34","","","","","","","ANGUILLIFORMES","Congriscus megastoma","34120021104601000","120021104601","t"
"CGC","(Winterbottom 1980)","PSEUDOCHROMIDAE","11518","33","","","","","","","BLENNIIFORMES","Congrogadus amplimaculatus","33167001102201000","167001102201","t"
"CGV","Garman 1899","CONGRIDAE","11519","34","","","Evermann's conger","","","","ANGUILLIFORMES","Congrosoma evermanni","34120021105001000","120021105001","t"
"GCL","(Tanaka 1909)","GOBIESOCIDAE","11520","33","","","","","","","BLENNIIFORMES","Conidens laticephalus","33167007103801000","167007103801","t"
"NLP","(Allen 1983)","LABRIDAE","11521","33","","","Mutant wrasse","","","","LABRIFORMES (LABROIDEI)","Cirrhilabrus apterygia","33179702106601000","179702106601","t"
"AFI","Sazonov & Ivanov 1979","ALEPOCEPHALIDAE","11522","34","","","Fiolenti's smooth-head","","","","ALEPOCEPHALIFORMES","Conocara fiolenti","34121514004201000","121514004201","t"
"ONT","(Hamilton 1822)","SISORIDAE","11523","13","","","","","","","SILURIFORMES","Conta conta","13141016102201000","141016102201","t"
"KOR","(Fréminville 1813)","TETRAODONTIDAE","11524","33","","","Prickly toadfish","","","","TETRAODONTIFORMES","Contusus richei","33190006104201000","190006104201","t"
"CJN","(Cuvier 1829)","PRIACANTHIDAE","11525","33","","","Longfinned bullseye","","Beauclaire longue aile","","ACANTHURIFORMES","Cookeolus japonicus","33182028101001000","182028101001","t"
"OPZ","Konings 1990","CICHLIDAE","11526","12","","","","","","","CICHLIFORMES","Copadichromis azureus","12160102120201000","160102120201","t"
"CGT","(Steindachner 1876)","LEBIASINIDAE","11527","13","","","Redspotted tetra","","","","CHARACIFORMES","Copeina guttata","13140316101001000","140316101001","t"
"LCA","(Regan 1912)","LEBIASINIDAE","11528","13","","","Splash tetra","","","","CHARACIFORMES","Copella arnoldi","13140316101401000","140316101401","t"
"PTL","Poll 1969","CYPRINIDAE","11529","11","","","","","","","CYPRINIFORMES","Coptostomabarbus bellcrossi","11140014111001000","140014111001","t"
"CDV","McCulloch 1916","CHAETODONTIDAE","11530","33","","","Highfin coralfish","","Coradion à grandes nageoires","","ACANTHURIFORMES","Coradion altivelis","33182016103001000","182016103001","t"
"CGK","(Kimura 1934)","SISORIDAE","11531","13","","","","","","","SILURIFORMES","Chimarrichthys kishinouyei","13141016101801000","141016101801","t"
"CZA","(Böhlke & Mead 1957)","CHAENOPSIDAE","11532","33","","","Angel blenny","","","","BLENNIIFORMES","Coralliozetus angelicus","33167012101801000","167012101801","t"
"OHY","(Vaillant 1877)","APOGONIDAE","11533","33","","","","","","","GOBIIFORMES","Amioides polyacanthus","33150102101001000","150102101001","t"
"OGL","(Kolombatovic 1891)","GOBIIDAE","11534","33","","","Liechtenstein's goby","","Gobie-corail nain","","GOBIIFORMES","Corcyrogobius liechtensteini","33150109116601000","150109116601","t"
"CIA","(Pallas 1776)","SALMONIDAE","11535","23","","秋(凹目)白鲑","Arctic cisco","","","Омуль","SALMONIFORMES (SALMONOIDEI)","Coregonus autumnalis","23142101001403000","142101001403","t"
"CIC","Dybowski 1869","SALMONIDAE","11536","23","","","Khadary-whitefish","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus chadary","23142101001404000","142101001404","t"
"CIE","Jurine 1825","SALMONIDAE","11537","23","","","","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus fera","23142101001406000","142101001406","t"
"CIH","Jurine 1825","SALMONIDAE","11538","23","","","","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus hiemalis","23142101001407000","142101001407","t"
"CIY","(Milner 1874)","SALMONIDAE","11539","23","","","Bloater","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus hoyi","23142101001408000","142101001408","t"
"CIK","(Koelz 1921)","SALMONIDAE","11540","23","","","Kiyi","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus kiyi","23142101001409000","142101001409","t"
"CIR","Nüsslin 1882","SALMONIDAE","11541","23","","","","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus macrophthalmus","23142101001411000","142101001411","t"
"CIN","(Pallas 1814)","SALMONIDAE","11542","23","","","Muksun","","","Муксун","SALMONIFORMES (SALMONOIDEI)","Coregonus muksun","23142101001414000","142101001414","t"
"CIQ","(Pallas 1776)","SALMONIDAE","11543","23","","宽鼻白鲑","Broad whitefish","","","Чир","SALMONIFORMES (SALMONOIDEI)","Coregonus nasus","23142101001415000","142101001415","t"
"CII","Valenciennes 1848","SALMONIDAE","11544","23","","","","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus nilssoni","23142101001416000","142101001416","t"
"CIJ","(Gmelin 1789)","SALMONIDAE","11545","23","","高白鲑","Peled","","","Пелядь","SALMONIFORMES (SALMONOIDEI)","Coregonus peled","23142101001418000","142101001418","t"
"CIP","Thompson 1835","SALMONIDAE","11546","23","","","Irish pollan","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus pollan","23142101001419000","142101001419","t"
"CIZ","(Koelz 1924)","SALMONIDAE","11547","23","","","Shortnose cisco","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus reighardi","23142101001420000","142101001420","t"
"CIW","Valenciennes 1848","SALMONIDAE","11548","23","","","Sardine cisco","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus sardinella","23142101001421000","142101001421","t"
"CIU","(Pallas 1814)","SALMONIDAE","11549","23","","","Tugun","","","Тугун","SALMONIFORMES (SALMONOIDEI)","Coregonus tugun","23142101001423000","142101001423","t"
"CIG","(Bloch 1784)","SALMONIDAE","11550","23","","","","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus wartmanni","23142101001425000","142101001425","t"
"CIB","Malmgren 1863","SALMONIDAE","11551","23","","","Valaam whitefish","","","","SALMONIFORMES (SALMONOIDEI)","Coregonus widegreni","23142101001426000","142101001426","t"
"OSR","Boulenger 1897","CICHLIDAE","11552","12","","","","","","","CICHLIFORMES","Corematodus shiranus","12160102121001000","160102121001","t"
"CGW","Okada & Kubota 1957","BAGRIDAE","11553","13","","","","","","","SILURIFORMES","Coreobagrus ichikawai","13141013103002000","141013103002","t"
"UCS","Mori 1935","GOBIONIDAE","11554","11","","","","","","","CYPRINIFORMES","Coreoleuciscus splendidus","11140021102201000","140021102201","t"
"OKW","(Temminck & Schlegel 1842)","SINIPERCIDAE","11555","13","","","","","","","CENTRARCHIFORMES","Coreoperca kawamebari","13179513101001000","179513101001","t"
"CLK","Hamilton 1822","EHIRAVIDAE","11556","13","","","Ganges River sprat","","","","CLUPEIFORMES","Corica soborna","13121008102201000","121008102201","t"
"RII","Smith 1957","LABRIDAE","11557","33","","","African coris","","","","LABRIFORMES (LABROIDEI)","Coris gaimard","33179702107003000","179702107003","t"
"COU","(Linnaeus 1758)","LABRIDAE","11558","33","","","Rainbow wrasse","Julia","Girelle","","LABRIFORMES (LABROIDEI)","Coris julis","33179702107004000","179702107004","t"
"OVM","(Steindachner 1876)","SCIAENIDAE","11559","33","","","Vacuocua croaker","","","","ACANTHURIFORMES","Corvula macrops","33182006106601000","182006106601","t"
"RYU","(Gill 1858)","CALLICHTHYIDAE","11560","13","","","Bronze corydoras","","","","SILURIFORMES","Corydoras aeneus","13141005101801000","141005101801","t"
